t	N	x	epsilon

0	1.0000000000000149	0.5000000000000074	4.93439634268455
0.024999999999999904	1.0000000009289705	0.5000000004644852	4.934396347268264
0.050000000000000405	1.0000000036449064	0.5000000018224532	4.934396360669785
0.07500000000000112	1.0000000079833384	0.5000000039916694	4.934396382077462
0.10000000000000184	1.0000000136815201	0.50000000684076	4.934396410194449
0.12500000000000255	1.0000000203943542	0.5000000101971773	4.93439644331823
0.1499999999999998	1.000000027715297	0.5000000138576486	4.934396479442777
0.17499999999999705	1.000000035200972	0.5000000176004863	4.934396516379941
0.1999999999999943	1.0000000423980284	0.5000000211990142	4.934396551893094
0.22499999999999154	1.0000000488705927	0.5000000244352965	4.934396583831127
0.2499999999999888	1.0000000542266732	0.5000000271133362	4.93439661026037
0.27499999999998603	1.000000058141889	0.5000000290709447	4.934396629579583
0.2999999999999833	1.0000000603791261	0.5000000301895635	4.9343966406189725
0.3249999999999805	1.0000000608028932	0.5000000304014466	4.9343966427100545
0.3499999999999778	1.0000000593875238	0.5000000296937619	4.934396635725985
0.374999999999975	1.000000056218737	0.5000000281093687	4.9343966200899745
0.39999999999997227	1.000000051488443	0.5000000257442213	4.934396596748798
0.4249999999999695	1.0000000454831197	0.5000000227415596	4.934396567116179
0.44999999999996676	1.0000000385664638	0.5000000192832318	4.934396532986673
0.474999999999964	1.0000000311573667	0.5000000155786831	4.9343964964272855
0.49999999999996125	1.0000000237045432	0.500000011852271	4.934396459651999
0.5249999999999585	1.0000000166593523	0.5000000083296761	4.934396424888312
0.5499999999999557	1.0000000104484712	0.5000000052242354	4.934396394241353
0.574999999999953	1.0000000054480451	0.5000000027240222	4.934396369567239
0.5999999999999502	1.0000000019609128	0.5000000009804564	4.934396352360372
0.6249999999999475	1.000000000198264	0.5000000000991319	4.93439634366271
0.6499999999999447	1.0000000002668488	0.5000000001334246	4.934396344001045
0.674999999999942	1.0000000021625133	0.5000000010812568	4.93439635335513
0.6999999999999392	1.0000000057704517	0.5000000028852264	4.934396371158105
0.7249999999999365	1.0000000108721594	0.5000000054360797	4.934396396331926
0.7499999999999337	1.0000000171586618	0.5000000085793312	4.934396427352163
0.774999999999931	1.0000000242492333	0.5000000121246169	4.9343964623398096
0.7999999999999282	1.000000031714452	0.500000015857226	4.934396499176172
0.8249999999999255	1.000000039102204	0.500000019551102	4.934396535630152
0.8499999999999227	1.0000000459650682	0.5000000229825343	4.9343965694943375
0.87499999999992	1.0000000518874146	0.5000000259437071	4.934396598717483
0.8999999999999172	1.0000000565105678	0.5000000282552841	4.934396621530069
0.9249999999999144	1.0000000595545409	0.5000000297772701	4.93439663655014
0.9499999999999117	1.000000060834981	0.5000000304174905	4.934396642868376
0.9749999999999089	1.0000000602743424	0.5000000301371713	4.934396640101874
0.9999999999999062	1.000000057906579	0.5000000289532893	4.934396628418542
1.0249999999999035	1.0000000538750882	0.5000000269375439	4.934396608525386
1.0499999999999008	1.000000048424027	0.5000000242120135	4.934396581627759
1.074999999999898	1.000000041883526	0.5000000209417629	4.93439654935442
1.0999999999998953	1.000000034649693	0.5000000173248469	4.9343965136597845
1.1249999999998925	1.0000000271606289	0.5000000135803149	4.934396476705713
1.1499999999998898	1.0000000198698895	0.5000000099349453	4.934396440730232
1.174999999999887	1.0000000132190217	0.5000000066095109	4.934396407912339
1.1999999999998843	1.0000000076108175	0.5000000038054087	4.934396380239213
1.2249999999998815	1.0000000033849243	0.5000000016924624	4.934396359386918
1.2499999999998788	1.0000000007972725	0.5000000003986363	4.934396346618479
1.274999999999876	1.0000000000045777	0.5000000000022887	4.9343963427070285
1.2999999999998733	1.0000000010548464	0.5000000005274234	4.934396347889433
1.3249999999998705	1.0000000038844716	0.5000000019422357	4.934396361851916
1.3499999999998678	1.000000008322086	0.5000000041610427	4.9343963837488465
1.374999999999865	1.000000014098935	0.5000000070494671	4.934396412254176
1.3999999999998622	1.0000000208651578	0.5000000104325788	4.934396445641268
1.4249999999998595	1.000000028210976	0.5000000141054879	4.934396481888567
1.4499999999998567	1.0000000356915077	0.5000000178457534	4.934396518800435
1.474999999999854	1.0000000428537112	0.5000000214268562	4.934396554141586
1.4999999999998512	1.000000049263829	0.5000000246319148	4.934396585771606
1.5249999999998485	1.000000054533646	0.5000000272668235	4.934396611775122
1.5499999999998457	1.000000058344008	0.5000000291720047	4.934396630576833
1.574999999999843	1.0000000604641528	0.5000000302320765	4.934396641038421
1.5999999999998402	1.0000000607656758	0.5000000303828385	4.934396642526486
1.6249999999998375	1.000000059230319	0.5000000296151594	4.934396634950333
1.6499999999998347	1.0000000559510642	0.5000000279755324	4.9343966187692425
1.674999999999832	1.0000000511265146	0.500000025563257	4.934396594962865
1.6999999999998292	1.0000000450488549	0.5000000225244273	4.934396564973328
1.7249999999998264	1.0000000380861638	0.5000000190430817	4.934396530616685
1.7499999999998237	1.0000000306601209	0.50000001533006	4.934396493973597
1.774999999999821	1.0000000232204653	0.5000000116102318	4.934396457263396
1.7999999999998182	1.000000016217761	0.5000000081088803	4.934396422709335
1.8249999999998154	1.0000000100761095	0.5000000050380546	4.934396392404024
1.8499999999998127	1.000000005167465	0.5000000025837328	4.934396368182703
1.87499999999981	1.0000000017891075	0.5000000008945539	4.934396351512685
1.8999999999998072	1.0000000001456393	0.5000000000728199	4.934396343403084
1.9249999999998044	1.0000000003365916	0.5000000001682962	4.93439634434525
1.9499999999998017	1.0000000023504014	0.500000001175201	4.934396354282164
1.974999999999799	1.0000000060651062	0.5000000030325539	4.934396372612168
1.9999999999997962	1.0000000112557341	0.5000000056278675	4.934396398224625
2.024999999999849	1.0000000176079282	0.5000000088039647	4.934396429568839
